id,b,c,v,t
41007036,41,7,36,"He commanded them that they should tell no one, but the more he commanded them, so much the more widely they proclaimed it."
41007037,41,7,37,"They were astonished beyond measure, saying, ""He has done all things well. He makes even the deaf hear, and the mute speak!"""
41008001,41,8,1,"In those days, when there was a very great multitude, and they had nothing to eat, Jesus called his disciples to himself, and said to them,"
41008002,41,8,2,"""I have compassion on the multitude, because they have stayed with me now three days, and have nothing to eat."
41008003,41,8,3,"If I send them away fasting to their home, they will faint on the way, for some of them have come a long way."""
41008004,41,8,4,"His disciples answered him, ""From where could one satisfy these people with bread here in a deserted place?"""
41008005,41,8,5,"He asked them, ""How many loaves do you have?"" They said, ""Seven."""
41008006,41,8,6,"He commanded the multitude to sit down on the ground, and he took the seven loaves. Having given thanks, he broke them, and gave them to his disciples to serve, and they served the multitude."
41008007,41,8,7,"They had a few small fish. Having blessed them, he said to serve these also."
41008008,41,8,8,"They ate, and were filled. They took up seven baskets of broken pieces that were left over."
41008009,41,8,9,Those who had eaten were about four thousand. Then he sent them away.
41008010,41,8,10,"Immediately he entered into the boat with his disciples, and came into the region of Dalmanutha."
41008011,41,8,11,"The Pharisees came out and began to question him, seeking from him a sign from heaven, and testing him."
41008012,41,8,12,"He sighed deeply in his spirit, and said, ""Why does this generation{The word translated ""generation"" here (genea) could also be translated ""people,"" ""race,"" or ""family.""} seek a sign? Most assuredly I tell you, no sign will be given to this generation."""
41008013,41,8,13,"He left them, and again entering into the boat, departed to the other side."
41008014,41,8,14,They forgot to take bread; and they didn't have more than one loaf in the boat with them.
41008015,41,8,15,"He charged them, saying, ""Take heed: beware of the yeast of the Pharisees and the yeast of Herod."""
41008016,41,8,16,"They reasoned with one another, saying, ""It's because we have no bread."""
41008017,41,8,17,"Jesus, perceiving it, said to them, ""Why do you reason that it's because you have no bread? Don't you perceive yet, neither understand? Is your heart still hardened?"
41008018,41,8,18,"Having eyes, don't you see? Having ears, don't you hear? Don't you remember?"
41008019,41,8,19,"When I broke the five loaves among the five thousand, how many baskets full of broken pieces did you take up?"" They told him, ""Twelve."""
41008020,41,8,20,"""When the seven loaves fed the four thousand, how many baskets full of broken pieces did you take up?"" They told him, ""Seven."""
41008021,41,8,21,"He asked them, ""Don't you understand, yet?"""
41008022,41,8,22,"He came to Bethsaida. They brought a blind man to him, and begged him to touch him."
41008023,41,8,23,"He took hold of the blind man by the hand, and brought him out of the village. When he had spit on his eyes, and laid his hands on him, he asked him if he saw anything."
41008024,41,8,24,"He looked up, and said, ""I see men; for I see them like trees walking."""
41008025,41,8,25,"Then again he laid his hands on his eyes. He looked intently, and was restored, and saw everyone clearly."
41008026,41,8,26,"He sent him away to his house, saying, ""Don't enter into the village, nor tell anyone in the village."""
41008027,41,8,27,"Jesus went out, with his disciples, into the villages of Caesarea Philippi. On the way he asked his disciples, ""Who do men say that I am?"""
41008028,41,8,28,"They told him, ""John the Baptizer, and others say Elijah, but others: one of the prophets."""
41008029,41,8,29,"He said to them, ""But who do you say that I am?"" Peter answered, ""You are the Christ."""
41008030,41,8,30,He charged them that they should tell no one about him.
41008031,41,8,31,"He began to teach them that the Son of Man must suffer many things, and be rejected by the elders, the chief priests, and the scribes, and be killed, and after three days rise again."
41008032,41,8,32,"He spoke to them openly. Peter took him, and began to rebuke him."
41008033,41,8,33,"But he, turning around, and seeing his disciples, rebuked Peter, and said, ""Get behind me, Satan! For you have in mind not the things of God, but the things of men."""
41008034,41,8,34,"He called the multitude to himself with his disciples, and said to them, ""Whoever wants to come after me, let him deny himself, and take up his cross, and follow me."
41008035,41,8,35,For whoever wants to save his life will lose it; and whoever will lose his life for my sake and the Gospel's will save it.
41008036,41,8,36,"For what does it profit a man, to gain the whole world, and forfeit his life?"
41008037,41,8,37,For what will a man give in exchange for his life?
41008038,41,8,38,"For whoever will be ashamed of me and of my words in this adulterous and sinful generation, the Son of Man also will be ashamed of him, when he comes in the glory of his Father with the holy angels."""
41009001,41,9,1,"He said to them, ""Most assuredly I tell you, there are some standing here who will in no way taste death until they see the Kingdom of God come with power."""
41009002,41,9,2,"After six days Jesus took with him Peter, James, and John, and brought them up onto a high mountain privately by themselves, and he was changed into another form in front of them."
41009003,41,9,3,"His clothing became glistening, exceedingly white, like snow, such as no launderer on earth can whiten them."
41009004,41,9,4,"Elijah and Moses appeared to them, and they were talking with Jesus."
41009005,41,9,5,"Peter answered Jesus, ""Rabbi, it is good for us to be here. Let's make three tents: one for you, one for Moses, and one for Elijah."""
41009006,41,9,6,"For he didn't know what to say, for they were very afraid."
41009007,41,9,7,"A cloud came, overshadowing them, and a voice came out of the cloud, ""This is my beloved Son. Listen to him."""
41009008,41,9,8,"Suddenly looking around, they saw no one with them any more, except Jesus only."
41009009,41,9,9,"As they were coming down from the mountain, he charged them that they should tell no one what things they had seen, until after the Son of Man had risen from the dead."
41009010,41,9,10,"They kept this saying to themselves, questioning what the ""rising from the dead"" meant."
41009011,41,9,11,"They asked him, saying, ""Why do the scribes say that Elijah must come first?"""
41009012,41,9,12,"He said to them, ""Elijah indeed comes first, and restores all things. How is it written about the Son of Man, that he should suffer many things and be despised?"
41009013,41,9,13,"But I tell you that Elijah has come, and they have also done to him whatever they wanted to, even as it is written about him."""
41009014,41,9,14,"Coming to the disciples, he saw a great multitude around them, and scribes questioning them."
41009015,41,9,15,"Immediately all the multitude, when they saw him, were greatly amazed, and running to him greeted him."
41009016,41,9,16,"He asked the scribes, ""What are you asking them?"""
41009017,41,9,17,"One of the multitude answered, ""Teacher, I brought to you my son, who has a mute spirit;"
41009018,41,9,18,"and wherever it seizes him, it throws him down, and he foams at the mouth, and grinds his teeth, and wastes away. I asked your disciples to cast it out, and they weren't able."""
41009019,41,9,19,"He answered him, ""Unbelieving generation, how long shall I be with you? How long shall I bear with you? Bring him to me."""
41009020,41,9,20,"They brought him to him, and when he saw him, immediately the spirit convulsed him, and he fell on the ground, wallowing and foaming at the mouth."
41009021,41,9,21,"He asked his father, ""How long has it been since this has come to him?"" He said, ""From childhood."
41009022,41,9,22,"Often it has cast him both into the fire and into the water, to destroy him. But if you can do anything, have compassion on us, and help us."""
41009023,41,9,23,"Jesus said to him, ""If you can believe, all things are possible to him who believes."""
41009024,41,9,24,"Immediately the father of the child cried out with tears, ""I believe. Help my unbelief!"""
41009025,41,9,25,"When Jesus saw that a multitude came running together, he rebuked the unclean spirit, saying to him, ""You mute and deaf spirit, I command you, come out of him, and never enter him again!"""
41009026,41,9,26,"Having cried out, and convulsed greatly, it came out of him. The boy became like one dead; so much that most of them said, ""He is dead."""
41009027,41,9,27,"But Jesus took him by the hand, and raised him up; and he arose."
41009028,41,9,28,"When he had come into the house, his disciples asked him privately, ""Why couldn't we cast it out?"""
41009029,41,9,29,"He said to them, ""This kind can come out by nothing, except by prayer and fasting."""
41009030,41,9,30,"They went out from there, and passed through Galilee. He didn't want anyone to know it."
41009031,41,9,31,"For he was teaching his disciples, and said to them, ""The Son of Man is being handed over to the hands of men, and they will kill him; and when he is killed, on the third day he will rise again."""
41009032,41,9,32,"But they didn't understand the saying, and were afraid to ask him."
41009033,41,9,33,"He came to Capernaum, and when he was in the house he asked them, ""What were you arguing among yourselves on the way?"""
41009034,41,9,34,"But they were silent, for they had disputed one with another on the way about who was the greatest."
41009035,41,9,35,"He sat down, and called the twelve; and he said to them, ""If any man wants to be first, he shall be last of all, and servant of all."""
41009036,41,9,36,"He took a little child, and set him in the midst of them. Taking him in his arms, he said to them,"
41009037,41,9,37,"""Whoever receives one such little child in my name, receives me, and whoever receives me, doesn't receive me, but him who sent me."""
41009038,41,9,38,"John said to him, ""Teacher, we saw someone who doesn't follow us casting out demons in your name; and we forbade him, because he doesn't follow us."""
41009039,41,9,39,"But Jesus said, ""Don't forbid him, for there is no one who will do a mighty work in my name, and be able quickly to speak evil of me."
41009040,41,9,40,For whoever is not against us is on our side.
41009041,41,9,41,"For whoever will give you a cup of water to drink in my name, because you are Christ's, most assuredly I tell you, he will in no way lose his reward."
41009042,41,9,42,"Whoever will cause one of these little ones who believe in me to stumble, it would be better for him if he was thrown into the sea with a millstone hung around his neck."
41009043,41,9,43,"If your hand causes you to stumble, cut it off. It is better for you to enter into life maimed, rather than having your two hands to go into Gehenna,{Gehenna is a word for Hell that originated as the name for a place where live babies were thrown crying into the fire under the arms of the idol, Moloch, to die. This place was so despised by the people after the righteous King Josiah abolished this hideous practice, that not only was it made into a garbage heap, but dead bodies of diseased animals and executed criminals were thrown there and burned.} into the unquenchable fire,"
41009044,41,9,44,"'where their worm doesn't die, and the fire is not quenched.'"
41009045,41,9,45,"If your foot causes you to stumble, cut it off. It is better for you to enter into life lame, rather than having your two feet to be cast into Gehenna, into the fire that will never be quenched--"
41009046,41,9,46,"'where their worm doesn't die, and the fire is not quenched.'"
41009047,41,9,47,"If your eye causes you to stumble, cast it out. It is better for you to enter into the Kingdom of God with one eye, rather than having two eyes to be cast into the Gehenna of fire,"
41009048,41,9,48,"'where their worm doesn't die, and the fire is not quenched.'"
41009049,41,9,49,"For everyone will be salted with fire, and every sacrifice will be seasoned with salt."
41009050,41,9,50,"Salt is good, but if the salt has lost its saltiness, with what will you season it? Have salt in yourselves, and be at peace with one another."""
41010001,41,10,1,"He arose from there and came into the borders of Judea and beyond the Jordan. Multitudes came together to him again. As he usually did, he was again teaching them."
41010002,41,10,2,"Pharisees came to him testing him, and asked him, ""Is it lawful for a man to divorce his wife?"""
41010003,41,10,3,"He answered, ""What did Moses command you?"""
41010004,41,10,4,"They said, ""Moses allowed a certificate of divorce to be written, and to divorce her."""
41010005,41,10,5,"But Jesus said to them, ""For your hardness of heart, he wrote you this commandment."
41010006,41,10,6,"But from the beginning of the creation, 'God made them male and female."
41010007,41,10,7,"For this cause a man will leave his father and mother, and will join to his wife,"
41010008,41,10,8,"and the two will become one flesh,' so that they are no longer two, but one flesh."
41010009,41,10,9,"What therefore God has joined together, let no man separate."""
41010010,41,10,10,"In the house, his disciples asked him again about the same matter."
41010011,41,10,11,"He said to them, ""Whoever divorces his wife, and marries another, commits adultery against her."
41010012,41,10,12,"If a woman herself divorces her husband, and marries another, she commits adultery."""
41010013,41,10,13,"They were bringing to him little children, that he should touch them, but the disciples rebuked those who were bringing them."
41010014,41,10,14,"But when Jesus saw it, he was moved with indignation, and said to them, ""Allow the little children to come to me! Don't forbid them, for the Kingdom of God belongs to such as these."
41010015,41,10,15,"Most assuredly I tell you, whoever will not receive the Kingdom of God like a little child, he will in no way enter into it."""
41010016,41,10,16,"He took them in his arms, and blessed them, laying his hands on them."
41010017,41,10,17,"As he was going out into the way, one ran to him, knelt before him, and asked him, ""Good Teacher, what shall I do that I may inherit eternal life?"""
41010018,41,10,18,"Jesus said to him, ""Why do you call me good? No one is good except one-- God."
41010019,41,10,19,"You know the commandments: 'Do not murder,' 'Do not commit adultery,' 'Do not steal,' 'Do not give false testimony,' 'Do not defraud,' 'Honor your father and mother.'"""
41010020,41,10,20,"He said to him, ""Teacher, I have observed all these things from my youth."""
41010021,41,10,21,"Jesus looking at him loved him, and said to him, ""One thing you lack. Go, sell whatever you have, and give to the poor, and you will have treasure in heaven; and come, follow me, taking up the cross."""
41010022,41,10,22,"But his face fell at that saying, and he went away sorrowful, for he was one who had great possessions."
41010023,41,10,23,"Jesus looked around, and said to his disciples, ""How difficult it is for those who have riches to enter into the Kingdom of God!"""
41010024,41,10,24,"The disciples were amazed at his words. But Jesus answered again, ""Children, how hard is it for those who trust in riches to enter into the Kingdom of God!"
41010025,41,10,25,"It is easier for a camel to go through a{or, the} needle's eye than for a rich man to enter into the Kingdom of God."""
41010026,41,10,26,"They were exceedingly astonished, saying to him, ""Then who can be saved?"""
41010027,41,10,27,"Jesus, looking at them, said, ""With men it is impossible, but not with God, for all things are possible with God."""
41010028,41,10,28,"Peter began to tell him, ""Behold, we have left all, and have followed you."""
41010029,41,10,29,"Jesus said, ""Most assuredly I tell you, there is no one who has left house, or brothers, or sisters, or father, or mother, or wife, or children, or land, for my sake, and for the Gospel's sake,"
41010030,41,10,30,"but he will receive one hundred times more now in this time, houses, brothers, sisters, mothers, children, and land, with persecutions; and in the age to come eternal life."
41010031,41,10,31,"But many who are first will be last; and the last first."""
41010032,41,10,32,"They were on the way, going up to Jerusalem; and Jesus was going in front of them, and they were amazed; and those who followed were afraid. He again took the twelve, and began to tell them the things that were going to happen to him."
41010033,41,10,33,"""Behold, we are going up to Jerusalem. The Son of Man will be delivered to the chief priests and the scribes. They will condemn him to death, and will deliver him to the Gentiles."
41010034,41,10,34,"They will mock him, spit on him, scourge him, and kill him. On the third day he will rise again."""
41010035,41,10,35,"James and John, the sons of Zebedee, came near to him, saying, ""Teacher, we want you to do for us whatever we will ask."""
41010036,41,10,36,"He said to them, ""What do you want me to do for you?"""
41010037,41,10,37,"They said to him, ""Grant to us that we may sit, one at your right hand, and one at your left hand, in your glory."""
41010038,41,10,38,"But Jesus said to them, ""You don't know what you are asking. Are you able to drink the cup that I drink, and to be baptized with the baptism that I am baptized with?"""
41010039,41,10,39,"They said to him, ""We are able."" Jesus said to them, ""You shall indeed drink the cup that I drink, and you shall be baptized with the baptism that I am baptized with;"
41010040,41,10,40,"but to sit at my right hand and at my left hand is not mine to give, but for whom it has been prepared."""
41010041,41,10,41,"When the ten heard it, they began to be indignant towards James and John."
41010042,41,10,42,"Jesus summoned them, and said to them, ""You know that they who are recognized as rulers over the Gentiles lord it over them, and their great ones exercise authority over them."
41010043,41,10,43,"But it shall not be so among you, but whoever wants to become great among you shall be your servant."
41010044,41,10,44,"Whoever of you wants to become first among you, shall be bondservant of all."
41010045,41,10,45,"For the Son of Man also came not to be served, but to serve, and to give his life as a ransom for many."""
41010046,41,10,46,"They came to Jericho. As he went out from Jericho, with his disciples and a great multitude, the son of Timaeus, Bartimaeus, a blind beggar, was sitting by the road."
41010047,41,10,47,"When he heard that it was Jesus the Nazarene, he began to cry out, and say, ""Jesus, you son of David, have mercy on me!"""
41010048,41,10,48,"Many rebuked him, that he should be quiet, but he cried out much more, ""You son of David, have mercy on me!"""
41010049,41,10,49,"Jesus stood still, and said, ""Call him."" They called the blind man, saying to him, ""Cheer up! Get up. He is calling you!"""
41010050,41,10,50,"He, casting away his cloak, sprang up, and came to Jesus."
41010051,41,10,51,"Jesus asked him, ""What do you want me to do for you?"" The blind man said to him, ""Rhabboni,{Rhabboni is a transliteration of the Hebrew word for ""great teacher.""} that I may see again."""
41010052,41,10,52,"Jesus said to him, ""Go your way. Your faith has made you well."" Immediately he received his sight, and followed Jesus in the way."
41011001,41,11,1,"When they drew near to Jerusalem, to Bethsphage{TR reads ""Bethphage"" instead of ""Bethsphage""} and Bethany, at the Mount of Olives, he sent two of his disciples,"
41011002,41,11,2,"and said to them, ""Go your way into the village that is opposite you. Immediately as you enter into it, you will find a young donkey tied, on which no one has sat. Untie him, and bring him."
41011003,41,11,3,"If anyone asks you, 'Why are you doing this?' say, 'The Lord needs him;' and immediately he will send him back here."""
41011004,41,11,4,"They went away, and found a young donkey tied at the door outside in the open street, and they untied him."
41011005,41,11,5,"Some of those who stood there asked them, ""What are you doing, untying the young donkey?"""
41011006,41,11,6,"They said to them just as Jesus had said, and they let them go."
41011007,41,11,7,"They brought the young donkey to Jesus, and threw their garments on it, and Jesus sat on it."
41011008,41,11,8,"Many spread their garments on the way, and others were cutting down branches from the trees, and spreading them on the road."
41011009,41,11,9,"Those who went in front, and those who followed, cried out, ""Hosanna! Blessed is he who comes in the name of the Lord!"
41011010,41,11,10,"Blessed is the kingdom of our father David that is coming in the name of the Lord! Hosanna in the highest!"""
41011011,41,11,11,"Jesus entered into the temple in Jerusalem. When he had looked around at everything, it being now evening, he went out to Bethany with the twelve."
41011012,41,11,12,"The next day, when they had come out from Bethany, he was hungry."
41011013,41,11,13,"Seeing a fig tree afar off having leaves, he came to see if perhaps he might find anything on it. When he came to it, he found nothing but leaves, for it was not the season for figs."
41011014,41,11,14,"Jesus told it, ""May no one ever eat fruit from you again!"" and his disciples heard it."
41011015,41,11,15,"They came to Jerusalem, and Jesus entered into the temple, and began to throw out those who sold and those who bought in the temple, and overthrew the tables of the money-changers, and the seats of those who sold the doves."
41011016,41,11,16,He would not allow anyone to carry a container through the temple.
41011017,41,11,17,"He taught, saying to them, ""Isn't it written, 'My house will be called a house of prayer for all the nations?' But you have made it a den of robbers!"""
41011018,41,11,18,"The chief priests and the scribes heard it, and sought how they might destroy him. For they feared him, because all the multitude was astonished at his teaching."
41011019,41,11,19,"When evening came, he went out of the city."
41011020,41,11,20,"As they passed by in the morning, they saw the fig tree withered away from the roots."
41011021,41,11,21,"Peter, remembering, said to him, ""Rabbi, look! The fig tree which you cursed has withered away."""
41011022,41,11,22,"Jesus answered them, ""Have faith in God."
41011023,41,11,23,"For most assuredly I tell you, whoever may tell this mountain, 'Be taken up and cast into the sea,' and doesn't doubt in his heart, but believes that what he says is happening; he shall have whatever he says."
41011024,41,11,24,"Therefore I tell you, all things whatever you pray and ask for, believe that you receive them, and you shall have them."
41011025,41,11,25,"Whenever you stand praying, forgive, if you have anything against anyone; so that your Father, who is in heaven, may also forgive you your transgressions."
41011026,41,11,26,"But if you do not forgive, neither will your Father in heaven forgive your transgressions."""
41011027,41,11,27,"They came again to Jerusalem, and as he was walking in the temple, the chief priests, and the scribes, and the elders came to him,"
41011028,41,11,28,"and they began saying to him, ""By what authority do you do these things? Or who gave you this authority to do these things?"""
41011029,41,11,29,"Jesus said to them, ""I will ask you one question. Answer me, and I will tell you by what authority I do these things."
41011030,41,11,30,"The baptism of John -- was it from heaven, or from men? Answer me."""
41011031,41,11,31,"They reasoned with themselves, saying, ""If we should say, 'From heaven;' he will say, 'Why then did you not believe him?'"
41011032,41,11,32,"If we should say, 'From men'""--they feared the people, for all held John to really be a prophet."
41011033,41,11,33,"They answered Jesus, ""We don't know."" Jesus said to them, ""Neither do I tell you by what authority I do these things."""
41012001,41,12,1,"He began to speak to them in parables. ""A man planted a vineyard, put a hedge around it, dug a pit for the winepress, built a tower, rented it out to a farmer, and went into another country."
41012002,41,12,2,"When it was time, he sent a servant to the farmer to get from the farmer his share of the fruit of the vineyard."
41012003,41,12,3,"They took him, beat him, and sent him away empty."
41012004,41,12,4,"Again, he sent another servant to them; and they threw stones at him, wounded him in the head, and sent him away shamefully treated."
41012005,41,12,5,"Again he sent another; and they killed him; and many others, beating some, and killing some."
41012006,41,12,6,"Therefore still having one, his beloved son, he sent him last to them, saying, 'They will respect my son.'"
41012007,41,12,7,"But those farmers said among themselves, 'This is the heir. Come, let's kill him, and the inheritance will be ours.'"
41012008,41,12,8,"They took him, killed him, and cast him out of the vineyard."
41012009,41,12,9,"What therefore will the lord of the vineyard do? He will come and destroy the farmers, and will give the vineyard to others."
41012010,41,12,10,"Haven't you even read this Scripture: 'The stone which the builders rejected, The same was made the head of the corner."
41012011,41,12,11,"This was from the Lord, It is marvelous in our eyes'?"""
41012012,41,12,12,"They tried to seize him, but they feared the multitude; for they perceived that he spoke the parable against them. They left him, and went away."
41012013,41,12,13,"They sent some of the Pharisees and of the Herodians to him, that they might trap him with words."
41012014,41,12,14,"When they had come, they asked him, ""Teacher, we know that you are honest, and don't defer to anyone; for you aren't partial to anyone, but truly teach the way of God. Is it lawful to pay taxes to Caesar, or not?"
41012015,41,12,15,"Shall we give, or shall we not give?"" But he, knowing their hypocrisy, said to them, ""Why do you test me? Bring me a denarius, that I may see it."""
41012016,41,12,16,"They brought it. He said to them, ""Whose is this image and inscription?"" They said to him, ""Caesar's."""
41012017,41,12,17,"Jesus answered them, ""Render to Caesar the things that are Caesar's, and to God the things that are God's."" They marveled greatly at him."
41012018,41,12,18,"There came to him Sadducees, who say that there is no resurrection. They asked him, saying,"
41012019,41,12,19,"""Teacher, Moses wrote to us, 'If a man's brother dies, and leaves a wife behind him, and leaves no children, that his brother should take his wife, and raise up offspring for his brother.'"
41012020,41,12,20,"There were seven brothers. The first took a wife, and dying left no offspring."
41012021,41,12,21,"The second took her, and died, leaving no children behind him. The third likewise;"
41012022,41,12,22,and the seven took her and left no children. Last of all the woman also died.
41012023,41,12,23,"In the resurrection, when they rise, whose wife will she be of them? For the seven had her as a wife."""
41012024,41,12,24,"Jesus answered them, ""Isn't this because you are mistaken, not knowing the Scriptures, nor the power of God?"
41012025,41,12,25,"For when they will rise from the dead, they neither marry, nor are given in marriage, but are like angels in heaven."
41012026,41,12,26,"But about the dead, that they are raised; haven't you read in the book of Moses, about the Bush, how God spoke to him, saying, 'I am the God of Abraham, the God of Isaac, and the God of Jacob?'"
41012027,41,12,27,"He is not the God of the dead, but of the living. You are therefore badly mistaken."""
41012028,41,12,28,"One of the scribes came, and heard them questioning together. Knowing that he had answered them well, asked him, ""Which commandment is the greatest of all?"""
41012029,41,12,29,"Jesus answered, ""The greatest is, 'Hear, Israel, the Lord our God, the Lord is one:"
41012030,41,12,30,"you shall love the Lord your God with all your heart, and with all your soul, and with all your mind, and with all your strength.' This is the first commandment."
41012031,41,12,31,"The second is like this, 'You shall love your neighbor as yourself.' There is no other commandment greater than these."""
41012032,41,12,32,"The scribe said to him, ""Truly, teacher, you have said well that he is one, and there is none other but he,"
41012033,41,12,33,"and to love him with all the heart, and with all the understanding, with all the soul, and with all the strength, and to love his neighbor as himself, is more important than all whole burnt offerings and sacrifices."""
41012034,41,12,34,"When Jesus saw that he answered wisely, he said to him, ""You are not far from the Kingdom of God."" No one dared ask him any question after that."
41012035,41,12,35,"Jesus responded, as he taught in the temple, ""How is it that the scribes say that the Christ is the son of David?"
41012036,41,12,36,"For David himself said in the Holy Spirit, 'The Lord said to my Lord, Sit at my right hand, Until I make your enemies the footstool of your feet.'"
41012037,41,12,37,"Therefore David himself calls him Lord, so how can he be his son?"" The common people heard him gladly."
41012038,41,12,38,"In his teaching he said to them, ""Beware of the scribes, who like to walk in long robes, and to get greetings in the marketplaces,"
41012039,41,12,39,"and the best seats in the synagogues, and the best places at feasts:"
41012040,41,12,40,"those who devour widows' houses, and for a pretense make long prayers. These will receive greater condemnation."""
41012041,41,12,41,"Jesus sat down opposite the treasury, and saw how the multitude cast money into the treasury. Many who were rich cast in much."
41012042,41,12,42,"A poor widow came, and she cast in two small brass coins,{Literally, lepta (or widow's mites). Lepta are very small brass coins worth half a quadrans each, which is a quarter of the copper assarion. Lepta are worth less than 1% of an agricultural worker's daily wages.} which equal a quadrans coin.{A quadrans is a coin worth about 1/64 of a denarius. A denarius is about one day's wages for an agricultural laborer.}"
41012043,41,12,43,"He called his disciples to himself, and said to them, ""Most assuredly I tell you, this poor widow gave more than all those who are giving into the treasury,"
41012044,41,12,44,"for they all gave out of their abundance, but she, out of her poverty, gave all that she had to live on."""
41013001,41,13,1,"As he went out of the temple, one of his disciples said to him, ""Teacher, see what kind of stones and what kind of buildings!"""
41013002,41,13,2,"Jesus said to him, ""Do you see these great buildings? There will not be left here one stone on another, which will not be thrown down."""
41013003,41,13,3,"As he sat on the Mount of Olives opposite the temple, Peter, James, John, and Andrew asked him privately,"
41013004,41,13,4,"""Tell us, when will these things be? What is the sign that these things are all about to be fulfilled?"""
41013005,41,13,5,"Jesus, answering, began to tell them, ""Be careful that no one leads you astray."
41013006,41,13,6,"For many will come in my name, saying, 'I am he!{Literally, ""I AM!""}' and will lead many astray."
41013007,41,13,7,"""When you hear of wars and rumors of wars, don't be troubled. For those must happen, but the end is not yet."
41013008,41,13,8,"For nation will rise against nation, and kingdom against kingdom. There will be earthquakes in various places. There will be famines and troubles. These things are the beginning of birth pains."
41013009,41,13,9,"But watch yourselves, for they will deliver you up to councils. You will be beaten in synagogues. You will stand before rulers and kings for my sake, for a testimony to them."
41013010,41,13,10,The Gospel must first be preached to all the nations.
41013011,41,13,11,"When they lead you away and deliver you up, don't be anxious beforehand, or premeditate what you will say, but say whatever will be given you in that hour. For it is not you who speak, but the Holy Spirit."
41013012,41,13,12,"""Brother will deliver up brother to death, and the father his child. Children will rise up against parents, and cause them to be put to death."
41013013,41,13,13,"You will be hated by all men for my name's sake, but he who endures to the end, the same will be saved."
41013014,41,13,14,"But when you see the abomination of desolation, spoken of by Daniel the prophet, standing where it ought not (let the reader understand), then let those who are in Judea flee to the mountains,"
41013015,41,13,15,"and let him who is on the housetop not go down, nor enter in, to take anything out of his house."
41013016,41,13,16,Let him who is in the field not return back to take his cloak.
41013017,41,13,17,But woe to those who are with child and to those who nurse babies in those days!
41013018,41,13,18,Pray that your flight won't be in the winter.
41013019,41,13,19,"For in those days there will be oppression, such as there has not been the like from the beginning of the creation which God created until now, and never will be."
41013020,41,13,20,"Unless the Lord had shortened the days, no flesh would have been saved; but for the sake of the chosen ones, whom he picked out, he shortened the days."
41013021,41,13,21,"Then if anyone tells you, 'Look, here is the Christ!' or, 'Look, there!' don't believe it."
41013022,41,13,22,"For there will arise false christs and false prophets, and will show signs and wonders, that they may lead astray, if possible, even the chosen ones."
41013023,41,13,23,"But you watch. ""Behold, I have told you all things beforehand."
41013024,41,13,24,"But in those days, after that oppression, the sun will be darkened, the moon will not give its light,"
41013025,41,13,25,"the stars will be falling from the sky, and the powers that are in the heavens will be shaken."
41013026,41,13,26,Then they will see the Son of Man coming in clouds with great power and glory.
41013027,41,13,27,"Then he will send out his angels, and will gather together his chosen ones from the four winds, from the ends of the earth to the ends of the sky."
41013028,41,13,28,"""Now from the fig tree, learn this parable. When the branch has now become tender, and puts forth its leaves, you know that the summer is near;"
41013029,41,13,29,"even so you also, when you see these things coming to pass, know that it is near, at the doors."
41013030,41,13,30,"Most assuredly I say to you, this generation{The word translated ""generation"" (genea) could also be translated ""race,"" ""family,"" or ""people.""} will not pass away until all these things happen."
41013031,41,13,31,"Heaven and earth will pass away, but my words will not pass away."
41013032,41,13,32,"But of that day or that hour no one knows, not even the angels in heaven, nor the Son, but only the Father."
41013033,41,13,33,"Watch, keep alert, and pray; for you don't know when the time is."
41013034,41,13,34,"""It is like a man, traveling to another country, having left his house, and given authority to his servants, and to each one his work, and also commanded the doorkeeper to keep watch."
41013035,41,13,35,"Watch therefore, for you don't know when the lord of the house is coming, whether at evening, or at midnight, or when the rooster crows, or in the morning;"
41013036,41,13,36,lest coming suddenly he might find you sleeping.
41013037,41,13,37,"What I tell you, I tell all: Watch."""
41014001,41,14,1,"It was now two days before the feast of the Passover and the unleavened bread, and the chief priests and the scribes sought how they might sieze him by deception, and kill him."
41014002,41,14,2,"For they said, ""Not during the feast, because there might be a riot of the people."""
41014003,41,14,3,"While he was at Bethany, in the house of Simon the leper, as he sat at the table, a woman came having an alabaster jar of ointment of pure nard-- very costly. She broke the jar, and poured it over his head."
41014004,41,14,4,"But there were some who were indignant among themselves, saying, ""Why has this ointment been wasted?"
41014005,41,14,5,"For this might have been sold for more than three hundred denarii,{300 denarii was about a years wages for an agricultural laborer.} and given to the poor."" They grumbled against her."
41014006,41,14,6,"But Jesus said, ""Leave her alone. Why do you trouble her? She has done a good work for me."
41014007,41,14,7,"For you always have the poor with you, and whenever you want to, you can do them good; but you will not always have me."
41014008,41,14,8,She has done what she could. She has anointed my body beforehand for the burying.
41014009,41,14,9,"Most assuredly I tell you, wherever this Gospel may be preached throughout the whole world, that which this woman has done will also be spoken of for a memorial of her."""
41014010,41,14,10,"Judas Iscariot, who was one of the twelve, went away to the chief priests, that he might deliver him to them."
41014011,41,14,11,"They, when they heard it, were glad, and promised to give him money. He sought how he might conveniently deliver him."
41014012,41,14,12,"On the first day of unleavened bread, when they sacrificed the Passover, his disciples asked him, ""Where do you want us to go and make ready that you may eat the Passover?"""
41014013,41,14,13,"He sent two of his disciples, and said to them, ""Go into the city, and there you will meet a man carrying a pitcher of water. Follow him,"
41014014,41,14,14,"and wherever he enters in, tell the master of the house, 'The Teacher says, ""Where is the guest room, where I may eat the Passover with my disciples?""'"
