id,b,c,v,t
46012013,46,12,13,"For in one Spirit we were all baptized into one body, whether Jews or Greeks, whether bond or free; and were all given to drink into one Spirit."
46012014,46,12,14,"For the body is not one member, but many."
46012015,46,12,15,"If the foot would say, ""Because I'm not the hand, I'm not part of the body,"" it is not therefore not part of the body."
46012016,46,12,16,"If the ear would say, ""Because I'm not the eye, I'm not part of the body,"" it's not therefore not part of the body."
46012017,46,12,17,"If the whole body were an eye, where would the hearing be? If the whole were hearing, where would the smelling be?"
46012018,46,12,18,"But now God has set the members, each one of them, in the body, just as he desired."
46012019,46,12,19,"If they were all one member, where would the body be?"
46012020,46,12,20,"But now they are many members, but one body."
46012021,46,12,21,"The eye can't tell the hand, ""I have no need for you,"" or again the head to the feet, ""I have no need for you."""
46012022,46,12,22,"No, much rather, those members of the body which seem to be weaker are necessary."
46012023,46,12,23,"Those parts of the body which we think to be less honorable, on those we bestow more abundant honor; and our unpresentable parts have more abundant propriety;"
46012024,46,12,24,"whereas our presentable parts have no such need. But God composed the body together, giving more abundant honor to the inferior part,"
46012025,46,12,25,"that there should be no division in the body, but that the members should have the same care for one another."
46012026,46,12,26,"When one member suffers, all the members suffer with it. Or when one member is honored, all the members rejoice with it."
46012027,46,12,27,"Now you are the body of Christ, and members individually."
46012028,46,12,28,"God has set some in the assembly: first apostles, second prophets, third teachers, then miracle workers, then gifts of healings, helps, governments, and various kinds of languages."
46012029,46,12,29,Are all apostles? Are all prophets? Are all teachers? Are all miracle workers?
46012030,46,12,30,Do all have gifts of healings? Do all speak with various languages? Do all interpret?
46012031,46,12,31,"But earnestly desire the best gifts. Moreover, I show a most excellent way to you."
46013001,46,13,1,"If I speak with the languages of men and of angels, but don't have love, I have become sounding brass, or a clanging cymbal."
46013002,46,13,2,"If I have the gift of prophecy, and know all mysteries and all knowledge; and if I have all faith, so as to remove mountains, but don't have love, I am nothing."
46013003,46,13,3,"If I dole out all my goods to feed the poor, and if I give my body to be burned, but don't have love, it profits me nothing."
46013004,46,13,4,"Love is patient and is kind; love doesn't envy. Love doesn't brag, is not proud,"
46013005,46,13,5,"doesn't behave itself inappropriately, doesn't seek its own way, is not provoked, takes no account of evil;"
46013006,46,13,6,"doesn't rejoice in unrighteousness, but rejoices with the truth;"
46013007,46,13,7,"bears all things, believes all things, hopes all things, endures all things."
46013008,46,13,8,"Love never fails. But where there are prophecies, they will be done away with. Where there are various languages, they will cease. Where there is knowledge, it will be done away with."
46013009,46,13,9,"For we know in part, and we prophesy in part;"
46013010,46,13,10,"but when that which is complete has come, then that which is partial will be done away with."
46013011,46,13,11,"When I was a child, I spoke as a child, I felt as a child, I thought as a child. Now that I have become a man, I have put away childish things."
46013012,46,13,12,"For now we see in a mirror, dimly, but then face to face. Now I know in part, but then I will know fully, even as I was also fully known."
46013013,46,13,13,"But now faith, hope, and love remain--these three. The greatest of these is love."
46014001,46,14,1,"Follow after love, and earnestly desire spiritual gifts, but especially that you may prophesy."
46014002,46,14,2,"For he who speaks in another language speaks not to men, but to God; for no one understands; but in the Spirit he speaks mysteries."
46014003,46,14,3,"But he who prophesies speaks to men for their edification, exhortation, and consolation."
46014004,46,14,4,"He who speaks in another language edifies himself, but he who prophesies edifies the assembly."
46014005,46,14,5,"Now I desire to have you all speak with other languages, but rather that you would prophesy. For he is greater who prophesies than he who speaks with other languages, unless he interprets, that the assembly may be built up."
46014006,46,14,6,"But now, brothers,{The word for ""brothers"" here and where context allows may also be correctly translated ""brothers and sisters"" or ""siblings.""} if I come to you speaking with other languages, what would I profit you, unless I speak to you either by way of revelation, or of knowledge, or of prophesying, or of teaching?"
46014007,46,14,7,"Even things without life, giving a voice, whether pipe or harp, if they didn't give a distinction in the sounds, how would it be known what is piped or harped?"
46014008,46,14,8,"For if the trumpet gave an uncertain sound, who would prepare himself for war?"
46014009,46,14,9,"So also you, unless you uttered by the tongue words easy to understand, how would it be known what is spoken? For you would be speaking into the air."
46014010,46,14,10,"There are, it may be, so many kinds of sounds in the world, and none of them is without meaning."
46014011,46,14,11,"If then I don't know the meaning of the sound, I would be to him who speaks a foreigner, and he who speaks would be a foreigner to me."
46014012,46,14,12,"So also you, since you are zealous for spiritual gifts, seek that you may abound to the building up of the assembly."
46014013,46,14,13,Therefore let him who speaks in another language pray that he may interpret.
46014014,46,14,14,"For if I pray in another language, my spirit prays, but my understanding is unfruitful."
46014015,46,14,15,"What is it then? I will pray with the spirit, and I will pray with the understanding also. I will sing with the spirit, and I will sing with the understanding also."
46014016,46,14,16,"Otherwise if you bless with the spirit, how will he who fills the place of the unlearned say the ""Amen"" at your giving of thanks, seeing he doesn't know what you say?"
46014017,46,14,17,"For you most assuredly give thanks well, but the other person is not built up."
46014018,46,14,18,"I thank my God, I speak with other languages more than you all."
46014019,46,14,19,"However in the assembly I would rather speak five words with my understanding, that I might instruct others also, than ten thousand words in another language."
46014020,46,14,20,"Brothers, don't be children in thoughts, yet in malice be babies, but in thoughts be mature."
46014021,46,14,21,"In the law it is written, ""By men of strange languages and by the lips of strangers I will speak to this people. Not even thus will they hear me, says the Lord."""
46014022,46,14,22,"Therefore other languages are for a sign, not to those who believe, but to the unbelieving; but prophesying is for a sign, not to the unbelieving, but to those who believe."
46014023,46,14,23,"If therefore the whole assembly is assembled together and all speak with other languages, and unlearned or unbelieving people come in, won't they say that you are crazy?"
46014024,46,14,24,"But if all prophesy, and someone unbelieving or unlearned comes in, he is reproved by all, and he is judged by all."
46014025,46,14,25,"And thus the secrets of his heart are revealed. So he will fall down on his face and worship God, declaring that God is among you indeed."
46014026,46,14,26,"What is it then, brothers? When you come together, each one of you has a psalm, has a teaching, has a revelation, has another language, has an interpretation. Let all things be done to build each other up."
46014027,46,14,27,"If any man speaks in another language, let it be two, or at the most three, and in turn; and let one interpret."
46014028,46,14,28,"But if there is no interpreter, let him keep silent in the assembly, and let him speak to himself, and to God."
46014029,46,14,29,"Let the prophets speak, two or three, and let the others discern."
46014030,46,14,30,"But if a revelation is made to another sitting by, let the first keep silent."
46014031,46,14,31,"For you all can prophesy one by one, that all may learn, and all may be exhorted."
46014032,46,14,32,"The spirits of the prophets are subject to the prophets,"
46014033,46,14,33,"for God is not a God of confusion, but of peace. As in all the assemblies of the saints,"
46014034,46,14,34,"let your wives keep silent in the assemblies, for it has not been permitted for them to speak; but let them be in subjection, as the law also says."
46014035,46,14,35,"If they desire to learn anything, let them ask their own husbands at home, for it is shameful for a woman to chatter in the assembly."
46014036,46,14,36,What? Was it from you that the word of God went out? Or did it come to you alone?
46014037,46,14,37,"If any man thinks himself to be a prophet, or spiritual, let him recognize the things which I write to you, that they are the commandment of the Lord."
46014038,46,14,38,"But if anyone is ignorant, let him be ignorant."
46014039,46,14,39,"Therefore, brothers, desire earnestly to prophesy, and don't forbid speaking with other languages."
46014040,46,14,40,Let all things be done decently and in order.
46015001,46,15,1,"Now I declare to you, brothers, the Gospel which I preached to you, which also you received, in which you also stand,"
46015002,46,15,2,"by which also you are saved, if you hold firmly the word which I preached to you--unless you believed in vain."
46015003,46,15,3,"For I delivered to you first of all that which I also received: that Christ died for our sins according to the Scriptures,"
46015004,46,15,4,"that he was buried, that he was raised on the third day according to the Scriptures,"
46015005,46,15,5,"and that he appeared to Cephas, then to the twelve."
46015006,46,15,6,"Then he appeared to over five hundred brothers at once, most of whom remain until now, but some have also fallen asleep."
46015007,46,15,7,"Then he appeared to James, then to all the apostles,"
46015008,46,15,8,"and last of all, as to the child born at the wrong time, he appeared to me also."
46015009,46,15,9,"For I am the least of the apostles, who is not worthy to be called an apostle, because I persecuted the assembly of God."
46015010,46,15,10,"But by the grace of God I am what I am. His grace which was bestowed on me was not futile, but I worked more than all of them; yet not I, but the grace of God which was with me."
46015011,46,15,11,"Whether then it is I or they, so we preach, and so you believed."
46015012,46,15,12,"Now if Christ is preached, that he has been raised from the dead, how do some among you say that there is no resurrection of the dead?"
46015013,46,15,13,"But if there is no resurrection of the dead, neither has Christ been raised."
46015014,46,15,14,"If Christ has not been raised, then our preaching is in vain, and your faith also is in vain."
46015015,46,15,15,"Yes, we are found false witnesses of God, because we testified about God that he raised up Christ, whom he didn't raise up, if it is so that the dead are not raised."
46015016,46,15,16,"For if the dead aren't raised, neither has Christ been raised."
46015017,46,15,17,"If Christ has not been raised, your faith is vain; you are still in your sins."
46015018,46,15,18,Then they also who are fallen asleep in Christ have perished.
46015019,46,15,19,"If we have only hoped in Christ in this life, we are of all men most pitiable."
46015020,46,15,20,But now Christ has been raised from the dead. He became the first fruits of those who are asleep.
46015021,46,15,21,"For since death came by man, the resurrection of the dead also came by man."
46015022,46,15,22,"For as in Adam all die, so also in Christ all will be made alive."
46015023,46,15,23,"But each in his own order: Christ the first fruits, then those who are Christ's, at his coming."
46015024,46,15,24,"Then the end comes, when he will deliver up the Kingdom to God, even the Father; when he will have abolished all rule and all authority and power."
46015025,46,15,25,For he must reign until he has put all his enemies under his feet.
46015026,46,15,26,The last enemy that will be abolished is death.
46015027,46,15,27,"For, ""He put all things in subjection under his feet."" But when he says, ""All things are put in subjection,"" it is evident that he is excepted who subjected all things to him."
46015028,46,15,28,"When all things have been subjected to him, then the Son will also himself be subjected to him who subjected all things to him, that God may be all in all."
46015029,46,15,29,"Or else what will they do who are baptized for the dead? If the dead aren't raised at all, why then are they baptized for the dead?"
46015030,46,15,30,Why do we also stand in jeopardy every hour?
46015031,46,15,31,"I affirm, by the boasting in you which I have in Christ Jesus our Lord, I die daily."
46015032,46,15,32,"If I fought with animals at Ephesus for human purposes, what does it profit me? If the dead are not raised, then ""let us eat and drink, for tomorrow we die."""
46015033,46,15,33,"Don't be deceived! ""Evil companionships corrupt good morals."""
46015034,46,15,34,"Wake up righteously, and don't sin, for some have no knowledge of God. I say this to your shame."
46015035,46,15,35,"But someone will say, ""How are the dead raised?"" and, ""With what kind of body do they come?"""
46015036,46,15,36,"You foolish one, that which you yourself sow is not made alive unless it dies."
46015037,46,15,37,"That which you sow, you don't sow the body that will be, but a bare grain, maybe of wheat, or of some other kind."
46015038,46,15,38,"But God gives it a body even as it pleased him, and to each seed a body of its own."
46015039,46,15,39,"All flesh is not the same flesh, but there is one flesh of men, another flesh of animals, another of fish, and another of birds."
46015040,46,15,40,"There are also celestial bodies, and terrestrial bodies; but the glory of the celestial differs from that of the terrestrial."
46015041,46,15,41,"There is one glory of the sun, another glory of the moon, and another glory of the stars; for one star differs from another star in glory."
46015042,46,15,42,So also is the resurrection of the dead. It is sown in corruption; it is raised in incorruption.
46015043,46,15,43,It is sown in dishonor; it is raised in glory. It is sown in weakness; it is raised in power.
46015044,46,15,44,It is sown a natural body; it is raised a spiritual body. There is a natural body and there is also a spiritual body.
46015045,46,15,45,"So also it is written, ""The first man, Adam, became a living soul."" The last Adam became a life-giving spirit."
46015046,46,15,46,"However that which is spiritual isn't first, but that which is natural, then that which is spiritual."
46015047,46,15,47,"The first man is of the earth, made of dust. The second man is the Lord from heaven."
46015048,46,15,48,"As is the one made of dust, such are those who are also made of dust; and as is the heavenly, such are they also that are heavenly."
46015049,46,15,49,"As we have borne the image of those made of dust, let's{NU, TR read ""we will"" instead of ""let's""} also bear the image of the heavenly."
46015050,46,15,50,"Now I say this, brothers,{The word for ""brothers"" here and where context allows may also be correctly translated ""brothers and sisters"" or ""siblings.""} that flesh and blood can't inherit the Kingdom of God; neither does corruption inherit incorruption."
46015051,46,15,51,"Behold, I tell you a mystery. We will not all sleep, but we will all be changed,"
46015052,46,15,52,"in a moment, in the twinkling of an eye, at the last trumpet. For the trumpet will sound, and the dead will be raised incorruptible, and we will be changed."
46015053,46,15,53,"For this corruptible must put on incorruption, and this mortal must put on immortality."
46015054,46,15,54,"But when this corruptible will have put on incorruption, and this mortal will have put on immortality, then what is written will happen: ""Death is swallowed up in victory."""
46015055,46,15,55,"""Death, where is your sting? Hades, where is your victory?"""
46015056,46,15,56,"The sting of death is sin, and the power of sin is the law."
46015057,46,15,57,"But thanks be to God, who gives us the victory through our Lord Jesus Christ."
46015058,46,15,58,"Therefore, my beloved brothers, be steadfast, immovable, always abounding in the Lord's work, because you know that your labor is not in vain in the Lord."
46016001,46,16,1,"Now concerning the collection for the saints, as I commanded the assemblies of Galatia, you do likewise."
46016002,46,16,2,"On the first day of the week, let each one of you save, as he may prosper, that no collections be made when I come."
46016003,46,16,3,"When I arrive, I will send whoever you approve with letters to carry your gracious gift to Jerusalem."
46016004,46,16,4,"If it is appropriate for me to go also, they will go with me."
46016005,46,16,5,"But I will come to you when I have passed through Macedonia, for I am passing through Macedonia."
46016006,46,16,6,"But with you it may be that I will stay, or even winter, that you may send me on my journey wherever I go."
46016007,46,16,7,"For I do not wish to see you now in passing, but I hope to stay a while with you, if the Lord permits."
46016008,46,16,8,"But I will stay at Ephesus until Pentecost,"
46016009,46,16,9,"for a great and effective door has opened to me, and there are many adversaries."
46016010,46,16,10,"Now if Timothy comes, see that he is with you without fear, for he does the work of the Lord, as I also do."
46016011,46,16,11,"Therefore let no one despise him. But set him forward on his journey in peace, that he may come to me; for I expect him with the brothers."
46016012,46,16,12,"Now concerning Apollos, the brother, I strongly urged him to come to you with the brothers; and it was not at all his desire to come now; but he will come when he has an opportunity."
46016013,46,16,13,Watch! Stand firm in the faith! Be courageous! Be strong!
46016014,46,16,14,Let all that you do be done in love.
46016015,46,16,15,"Now I beg you, brothers (you know the house of Stephanas, that it is the first fruits of Achaia, and that they have set themselves to minister to the saints),"
46016016,46,16,16,"that you also be in subjection to such, and to everyone who helps in the work and labors."
46016017,46,16,17,"I rejoice at the coming of Stephanas, Fortunatus, and Achaicus; for that which was lacking on your part, they supplied."
46016018,46,16,18,For they refreshed my spirit and yours. Therefore acknowledge those who are like that.
46016019,46,16,19,"The assemblies of Asia greet you. Aquila and Priscilla greet you much in the Lord, together with the assembly that is in their house."
46016020,46,16,20,All the brothers greet you. Greet one another with a holy kiss.
46016021,46,16,21,"This greeting is by me, Paul, with my own hand."
46016022,46,16,22,"If any man doesn't love the Lord Jesus Christ, let him be accursed{Greek: anathema.}. Come, Lord!{Aramaic: Maranatha!}"
46016023,46,16,23,The grace of the Lord Jesus Christ be with you.
46016024,46,16,24,My love to all of you in Christ Jesus. Amen.
